movie_odid,display_name,release_odid,release_name,video_release_date,type,distributor
73980100,The Foot Fist Way,22260119,"Foot Fist Way, The",2008-09-23,,Paramount Home Video
74060100,My Kid Could Paint That,12360119,My Kid Could Paint That,2008-03-04,Regular,Sony Pictures Home Entertainment
74160100,Standard Operating Procedure,21970119,Standard Operating Procedure,2008-10-14,,Sony Pictures Home Entertainment
74180100,Confetti,7390119,Confetti,2007-03-06,,Fox Home Entertainment
74210100,Brand Upon the Brain!,17950119,Brand Upon the Brain!,2008-08-12,,Criterion
74310100,Goal! 2: Living the Dream...,27000119,Goal 2: Living the Dream,2009-03-17,,Genius Products
74360100,Unidentified,13280119,Unidentified,2007-01-30,,ChristianMovies.com
74420100,FUR: An Imaginary Portrait of Diane Arbus,13350119,Fur - An Imaginary Portrait of Diane Arbus,2007-05-08,,New Line Home Video
74560100,Insomnia,40850119,Insomnia,2002-10-15,,Warner Home Video
74750100,Chris and Don: A Love Story,24630119,Chris and Don: A Love Story,2009-02-24,,Zeitgeist Home
74830100,Trade,14950119,Trade,2008-01-29,,Lionsgate Home Entertainment
74860100,Hell Ride,23440119,Hell Ride,2008-10-28,,Weinstein Co./Genius
74930100,Chinjeolhan geumjassi,16410119,Lady Vengeance,2006-09-26,,Tartan Video
75050100,Bright Star,34240119,Bright Star,2010-01-26,,Sony Pictures Home Entertainment
75090100,長江七號 (CJ7),19250119,CJ7,2008-08-12,,Sony Pictures Home Entertainment
75360100,Western,23040119,Western,2008-11-11,,Lionsgate Home Entertainment
75390100,What Would Jesus Buy?,17080119,What Would Jesus Buy?,2008-05-27,,Hart Sharp Video
75420100,Sherrybaby,6670119,Sherrybaby,2007-01-23,,Universal Home Entertainment
75610100,I Want Someone To Eat Cheese With,15480119,I Want Someone to Eat Cheese With,2008-04-15,,Genius Products
75850100,Shrink,30990119,Shrink,2009-09-29,,Lionsgate Home Entertainment
75890100,World's Greatest Dad,33860119,World's Greatest Dad,2009-12-08,,Magnolia Home Entertainment
75990100,The Golden Boys,28450119,The Golden Boys,2009-08-18,,Lionsgate Home Entertainment
76180100,Constantine's Sword,19580119,Constantine's Sword,2008-09-16,,First Run Home
76190100,Herb & Dorothy,32340119,Herb & Dorothy,2009-12-15,,New Video Group
76210100,Pete Seeger: The Power of Song,18890119,Pete Seeger: The Power of Song,2008-08-05,,Weinstein Co./Genius
76330100,Chicago 10,100950119,Chicago 10,2008-08-26,Regular,Paramount Home Video
76430100,Mercy Streets,29640119,Mercy Streets,2009-09-22,,Sony Pictures Home Entertainment
76460100,My Name is Bruce,24290119,My Name is Bruce,2009-02-10,,Image Entertainment/ThinkFilm
76550100,Hollywood Dreams,15910119,Hollywood Dreams,2008-05-06,,TLA Releasing Video
76610100,Sleepwalking,20880119,Sleepwalking,2008-07-08,,Anchor Bay Home Entertainment
76700100,Outlander,28100119,Outlander,2009-05-19,,Weinstein Co./Genius
76720100,Mister Lonely,20910119,Mister Lonely,2008-11-18,,IFC Video
76790100,Holly,23640119,Holly,2009-01-27,,City Lights Home Entertainment
76850100,Outsourced,17810119,Outsourced,2008-09-02,,Ocean Park Hom Entertainment
76860100,Vanaja,17100119,Vanaja,2008-05-20,,Emerging Pictures Video
76900100,Nanking,14560119,Nanking,2008-04-29,,Velocity/ThinkFilm
77020100,Km. 0 (Kilometro Cero),13960119,Kilometre Zero,2008-02-19,,First Run Home
77250100,Lonesome Jim,360119,Lonesome Jim,2006-08-29,,IFC Video
77310100,Music Within,15290119,Music Within,2008-04-08,,MGM Video
77470100,De fem benspaend,96240119,The Five Obstructions,2014-04-22,Regular,Kino Lorber
77760100,Bubble,1960119,Bubble,2006-01-27,,Magnolia Home Entertainment
77820100,Deterrence,13420119,Deterrence,2000-08-29,,Paramount Home Video
77870100,L'Année Dernière à Marienbad,26790119,Last Year at Marienbad,1999-03-23,,Fox Lorber
77910100,Shelter,18050119,Shelter,2008-05-27,,Genius Products
77940100,Haven,30119,Haven,2006-04-28,,Fox Home Entertainment
77960100,Hard Eight,101530119,Hard Eight,2003-06-26,Regular,Sony Pictures Home Entertainment
78110100,Repo! The Genetic Opera,24190119,Repo! The Genetic Opera,2009-01-20,,Lionsgate Home Entertainment
78130100,Baghead,23600119,Baghead,2008-12-30,,Sony Pictures Home Entertainment
78180100,The Salon,20700119,"Salon, The",2007-08-07,,Fox Home Entertainment
78200100,Clean,13100119,Clean,2006-07-18,,Palm Pictures / Umvd
78270100,The Earrings of Madame De...,19420119,"Earrings of Madame De..., The",2008-09-16,,Image Entertainment Video
78300100,Severance,24440119,Severance,2007-09-18,,Magnolia Home Entertainment
78360100,What the Bleep?: Down the Rabbit Hole,6320119,What the Bleep?: Down the Rabbit Hole,2006-08-01,,Fox Home Entertainment
78500100,Hounddog,25220119,Hounddog,2009-02-03,,Hannover House Video
78550100,Robot Stories,210119,Robot Stories,2005-02-15,,Kino Video
78600100,Ginger Snaps,96830119,Ginger Snaps,2014-07-22,Regular,Shout Factory
78640100,Youssou N'Dour: I Bring What I Love,34630119,Youssou N'Dour: I Bring What I Love,2010-04-06,,Oscilloscope Video
78810100,E tu vivrai nel terrore - L'aldilà,108740119,The Beyond,2015-03-24,Regular,Grindhouse Releasing
78840100,Malevolence,24450119,Malevolence,2005-04-19,,Starz / Anchor Bay
79000100,Alexandra,25300119,Alexandra,2009-04-07,,New Yorker Video
79040100,Manda Bala,15490119,Manda Bala,2008-04-08,,City Lights Home Entertainment
79160100,Dalai Lama Renaissance,28000119,Dalai Lama Renaissance,2009-05-26,,Wakan Films
79380100,Katyn,29350119,Katyn,2009-08-11,,Koch Vision
79410100,The Lovers on the Bridge,148890119,The Lovers on the Bridge,2012-01-06,Regular,Lionsgate Home Entertainment
79520100,Chop Shop,18200119,Chop Shop,2008-07-08,,Koch Vision
79530100,I Am a Sex Addict,390119,I Am a Sex Addict,2006-09-12,,IFC Video
