movie_odid,display_name,production_company,billing,financing,in association with,production
21880100,Danny the Dog,Danny the Dog Ltd,3,,,1
21880100,Danny the Dog,TF1 Film Productions,4,,,1
21880100,Danny the Dog,Qian Yian International,5,,1,1
21880100,Danny the Dog,Canal Plus,6,,1,1
21880100,Danny the Dog,Current Entertainment,7,,1,1
21900100,Aliens in the Attic,20th Century Fox,1,1,,
21900100,Aliens in the Attic,Regency Enterprises,2,1,,
21900100,Aliens in the Attic,Josephson Entertainment,3,,,1
21970100,The Sweetest Thing,Columbia Pictures,1,,,
21990100,The Wicker Man,Alcon Entertainment,1,,,1
21990100,The Wicker Man,Millennium Films,2,,,1
22000100,Elektra,Regency Enterprises,2,1,,
22000100,Elektra,Twentieth Century Fox,1,1,,
22000100,Elektra,Marvel Studios,3,1,1,
22000100,Elektra,New Regency,4,,,1
22000100,Elektra,Horseshoe Bay,5,,,1
22040100,Across the Universe,Revolution Studios,1,1,,
22040100,Across the Universe,Team Todd,2,,,1
22130100,Lord of War,VIP Medienfonds 3,1,,,1
22130100,Lord of War,Ascendant Pictures,2,,,1
22130100,Lord of War,Saturn Films,3,,,1
22130100,Lord of War,Rising Star Productions,4,,1,1
22130100,Lord of War,Copag V,5,,1,1
22130100,Lord of War,Endgame Entertainment,6,,1,1
22150100,An Inconvenient Truth,Participant Media,1,,,
22220100,The Life Aquatic with Steve Zissou,Touchstone Pictures,1,,,
22230100,Around the World in 80 Days,Walden Media,,,,
22370100,Perfect Stranger,Revolution Studios,1,,,
22390100,Good Burger,Nickelodeon Films,,,,
22440100,Hot Fuzz,Rogue Pictures,1,1,,
22440100,Hot Fuzz,StudioCanal,2,1,1,
22440100,Hot Fuzz,Working Title Films,3,,,1
22440100,Hot Fuzz,Big Talk Pictures,4,,1,1
22450100,Eight Crazy Nights,Happy Madison,,,,
22520100,Hotel Rwanda,United Artists,1,1,,
22520100,Hotel Rwanda,The Industrial Development Corporation,2,1,1,
22520100,Hotel Rwanda,Miracle Pictures,3,,,1
22520100,Hotel Rwanda,Seamus,4,,,1
22520100,Hotel Rwanda,Lionsgate,5,1,1,
22520100,Hotel Rwanda,Inside Track,6,,1,1
22630100,The Covenant,Lakeshore Entertainment,2,,1,1
22630100,The Covenant,Screen Gems,1,1,,
22630100,The Covenant,Sandstorm Films,3,,1,1
22630100,The Covenant,Spacedog,4,,1,1
22640100,Reindeer Games,Marty Katz Productions,1,,,
22700100,Vicky Cristina Barcelona,Weinstein Company,1,,,
22770100,Fighting,Rogue Pictures,1,,,1
22770100,Fighting,Misher Films,2,,,1
22820100,Bulletproof Monk,Lakeshore Entertainment,,,,
22910100,Ella Enchanted,Jane Startz,1,,,1
22920100,Revolutionary Road,Evamere Entertainment,1,,,
22920100,Revolutionary Road,BBC Films,2,,,
22920100,Revolutionary Road,Neal Street,3,,,
23020100,Joe Somebody,Regency Enterprises,1,1,,
23020100,Joe Somebody,Kopelson Entertainment,2,,,1
23020100,Joe Somebody,Fox 2000 Pictures,3,1,,
23060100,Casino Royale,Famous Artists Productions,1,,,1
23060100,Casino Royale,Columbia Pictures,2,1,,
23080100,Dickie Roberts: Former Child Star,Happy Madison,,,,
23100100,The Black Dahlia,Millennium Films,1,1,,
23100100,The Black Dahlia,Signature Pictures,2,1,,
23100100,The Black Dahlia,Equity Pictures Medienfonds GmbH & Co. KG III,3,1,,1
23100100,The Black Dahlia,Nu Image,4,,,1
23150100,The Borrowers,Working Title Films,,,,
23220100,Babylon A.D.,Babylon A.D.,1,,,1
23220100,Babylon A.D.,SAS,2,,,1
23220100,Babylon A.D.,Babylon Films,3,,,1
23220100,Babylon A.D.,StudioCanal,4,,,1
23220100,Babylon A.D.,M6 Films,5,,,1
23220100,Babylon A.D.,Canal Plus,6,,1,1
23220100,Babylon A.D.,Cinecinema,7,,1,1
23230100,My Super Ex-Girlfriend,Regency Enterprises,1,1,,
23230100,My Super Ex-Girlfriend,Pariah Productions,2,,,1
23230100,My Super Ex-Girlfriend,New Regency,3,,,1
23260100,EDtv,Universal Pictures,1,1,,
23260100,EDtv,Imagine Entertainment,2,1,,
23260100,EDtv,Brian Grazer Productions,3,,,1
23280100,Lucky Number Slevin,Weinstein Company,1,,,1
23280100,Lucky Number Slevin,Ascendant Pictures,2,,,1
23310100,War,Lionsgate,1,1,,1
23310100,War,Mosaic Media,2,,,1
23310100,War,Fierce Entertainmnet,3,,1,1
23320100,Magnolia,Joanne Seller,1,,,1
23320100,Magnolia,Ghoulardi Film Company,2,,,1
23350100,City by the Sea,Franchise Pictures,1,,,1
23370100,Deuce Bigalow: European Gigolo,Happy Madison,,,,
23420100,Sea Monsters: A Prehistoric Adventure,Giant Screen Films,2,0,,1
23420100,Sea Monsters: A Prehistoric Adventure,National Geographic Entertainment,1,1,,
23430100,The Lion in Winter,Avco Embassy Pictures Corporation,1,1,,
23430100,The Lion in Winter,Haworth Productions,2,,,1
23630100,Billy Elliot,Working Title Films,,,,
23640100,Joy Ride,Regency Enterprises,1,1,,
23660100,Biker Boyz,DreamWorks Pictures,,,,
24080100,The Fog,Debra Hill Productions,1,1,,1
24260100,ATL,Warner Bros.,1,,,
24420100,Flight of the Phoenix,Davis Entertainment,,,,
24440100,Flicka,Fox 2000 Pictures,1,1,,
24440100,Flicka,Gil Netter Productions,2,,,1
24790100,The In-Laws,Franchise Pictures,1,,,
24910100,A Prairie Home Companion,Sandcastle 5 Productions,1,,,1
24910100,A Prairie Home Companion,Prairie Home Productions,2,,,1
24920100,Reno 911!: Miami,Double Feature Films,1,,,
24920100,Reno 911!: Miami,Jersey Films,2,,,
24930100,Down with Love,Regency Enterprises,1,1,,
24930100,Down with Love,Fox 2000 Pictures,2,1,,
24940100,"Gone, Baby, Gone",Ladd Company,1,,,1
25310100,Barry Lyndon,Hawk Films,1,,,1
25310100,Barry Lyndon,Peregrine Productions,2,,,1
25310100,Barry Lyndon,Warner Bros.,3,1,,
25460100,The Spirit,Odd Lot Entertainment,1,,,1
25460100,The Spirit,Lionsgate,2,,,1
25550100,The Pledge,Franchise Pictures,1,,,
25660100,Gamer,Lakeshore Entertainment,,,,
25670100,8 Seconds,Jersey Films,1,1,,1
25770100,Valiant,Walt Disney Pictures,1,1,,
25770100,Valiant,Vanguard Animation,2,,,1
25770100,Valiant,UK Film Council,3,,1,1
25770100,Valiant,Ealing Studios,4,,1,1
25770100,Valiant,Take Film Partnerships,5,,1,1
25770100,Valiant,Odyssey Entertainment,6,,1,1
25860100,Wonder Boys,Scott Rudin Productions,1,,,
25860100,Wonder Boys,Curtis Hanson,2,,,
25920100,Summer of Sam,Touchstone Pictures,1,,,1
26000100,Beerfest,Village Roadshow Productions,,,,
26000100,Beerfest,Legendary Pictures,,,,
26100100,Hart's War,Metro-Goldwyn-Mayer Pictures,1,1,,
26100100,Hart's War,David Ladd Films,2,,,1
26100100,Hart's War,David Foster,3,,,1
26100100,Hart's War,Cheyenne Enterprises LLC,4,,,1
26250100,Two Brothers,Pathe,1,1,,
26250100,Two Brothers,Pathe Renn Productions,2,,,1
26250100,Two Brothers,TF1 Film Productions,3,,,1
26250100,Two Brothers,Two Brothers Productions,4,,,1
26250100,Two Brothers,Canal Plus,5,,1,1
26440100,Into the Blue,Metro-Goldwyn-Mayer Pictures,1,1,,
26440100,Into the Blue,Columbia Pictures,2,1,,
26440100,Into the Blue,Mandalay Pictures,3,,,1
26490100,Becoming Jane,Miramax Films,1,1,,
26490100,Becoming Jane,HanWay Films,2,1,,
26490100,Becoming Jane,UK Film Council,3,1,,
26490100,Becoming Jane,Bord Scannan na hEireann,4,1,,
26490100,Becoming Jane,Irish Film Board,5,1,,
26490100,Becoming Jane,2 Entertain,6,1,1,
26490100,Becoming Jane,BBC Films,7,1,1,
26490100,Becoming Jane,Ecosse Films,8,0,0,1
26490100,Becoming Jane,Blueprint Films,9,,1,1
26490100,Becoming Jane,Scion Films,10,,1,1
26500100,The Ninth Gate,Harp Productions,1,,,1
26500100,The Ninth Gate,Orly Films,2,,,1
26500100,The Ninth Gate,TF1 Film Productions,3,,,1
26540100,Frost/Nixon,Working Title Films,,,,
26550100,Best in Show,Castle Rock Entertainment,,,,
26650100,An Ideal Husband,Pathe Pictures,1,1,,
26650100,An Ideal Husband,Icon Entertainment,2,1,,
26650100,An Ideal Husband,Arts Council of England,3,1,1,
26650100,An Ideal Husband,Fragile Films,4,,,1
26650100,An Ideal Husband,Icon Productions,5,,1,1
26650100,An Ideal Husband,Miramax Films,6,,1,1
26650100,An Ideal Husband,Le Studio Canal Plus,7,,1,1
26680100,Super Troopers,Jersey Shore,1,,,
26730100,Into the Wild,Square One Entertainment,1,,,
26730100,Into the Wild,Linson Films,2,,,
26750100,North Country,Participant Media,1,,1,1
26750100,North Country,Warner Bros.,2,1,,
26770100,Walk Hard: The Dewey Cox Story,Columbia Pictures,1,1,,
26770100,Walk Hard: The Dewey Cox Story,Relativity Media,2,1,1,
26770100,Walk Hard: The Dewey Cox Story,Nominated Films,3,,,1
26870100,Harold & Kumar Go to White Castle,New Line Cinema,1,1,1,
26870100,Harold & Kumar Go to White Castle,Senator Entertainment,2,,1,1
26870100,Harold & Kumar Go to White Castle,Kingsgate Films,3,,1,1
26870100,Harold & Kumar Go to White Castle,Endgame Entertainment,4,,1,1
26890100,The Last Castle,DreamWorks Pictures,1,1,,
26890100,The Last Castle,"Robert Lawrence Productions, Inc. ",2,,,1
27040100,Death on the Nile,Paramount Pictures,1,1,,
27040100,Death on the Nile,EMI Films,2,1,,
27040100,Death on the Nile,John Brabourne - Richard Goodwin Productions,3,,,1
27110100,The Glass House,Columbia Pictures,1,,,1
27190100,School for Scoundrels,Picked Last,1,,,1
27190100,School for Scoundrels,Media Talent Group,2,,,1
27200100,The Contender,DreamWorks Pictures,,,,
27220100,Punch-Drunk Love,Revolution Studios,1,,,1
27220100,Punch-Drunk Love,New Line Cinema,2,,,1
27270100,Eurotrip,DreamWorks Pictures,,,,
27390100,The Last King of Scotland,Fox Searchlight Pictures,1,1,,
27390100,The Last King of Scotland,DNA Films,2,1,,
27390100,The Last King of Scotland,FilmFour,3,1,,
27390100,The Last King of Scotland,UK Film Council,4,1,1,
27390100,The Last King of Scotland,Scottish Screen,5,1,1,
27390100,The Last King of Scotland,Cowboy Films,6,,,1
27390100,The Last King of Scotland,Slate Films,7,,,1
27430100,Deliver Us From Eva,Baltimore,1,,,1
27430100,Deliver Us From Eva,Spring Creek Prod,2,,,1
27500100,Under the Sea 3D,Warner Bros.,1,1,,1
27500100,Under the Sea 3D,IMAX Corporation,2,1,,1
27520100,Notes on a Scandal,Fox Searchlight Pictures,1,1,,
27520100,Notes on a Scandal,DNA Films,2,1,,
27520100,Notes on a Scandal,UK Film Council,3,,1,1
27520100,Notes on a Scandal,BBC Films,4,,1,1
27520100,Notes on a Scandal,Scott Rudin Productions,5,,,1
27520100,Notes on a Scandal,Robert Fox,6,,,1
27530100,Disturbing Behavior,Village Roadshow Productions,,,,
27560100,The Big Lebowski,Working Title Films,,,,
27650100,The Ruins,DreamWorks Pictures,1,1,,
27650100,The Ruins,Spyglass Entertainment,2,1,,
27650100,The Ruins,Red Hour Productions,3,,,1
27670100,Roll Bounce,Fox Searchlight Pictures,1,1,,
27670100,Roll Bounce,Fox 2000 Pictures,2,1,,
27670100,Roll Bounce,State Street Pictures,3,,,1
27710100,Just My Luck,Regency Enterprises,1,1,,
27710100,Just My Luck,New Regency,2,,,1
27710100,Just My Luck,Cheyenne Enterprises LLC,3,,,1
27740100,Inkheart,New Line Cinema,1,,,1
27780100,Eight Legged Freaks,Village Roadshow Productions,,,,
27780100,Eight Legged Freaks,Centropolis Entertainment,,,,
27840100,The Mission,Warner Bros.,1,1,,
27840100,The Mission,Goldcrest Films International,2,1,,
27840100,The Mission,Kingsmere Productions Ltd.,3,1,,
27840100,The Mission,Enigma Productions,4,,,1
27850100,Center Stage,Columbia Pictures,1,,,
27920100,Eastern Promises,Focus Features,1,1,,
27920100,Eastern Promises,BBC Films,2,1,1,
27920100,Eastern Promises,Kudos Films,3,,,1
27920100,Eastern Promises,Serendipity Point Films,4,,,1
27920100,Eastern Promises,Scion Films,5,,1,1
27940100,Annapolis,Touchstone Pictures,1,,,
28020100,Ghosts of the Abyss,Walden Media,,,,
28080100,Son of the Mask,New Line Cinema,1,1,,
28080100,Son of the Mask,Radar Pictures,2,,,1
28080100,Son of the Mask,Dark Horse Entertainment,3,,1,1
28160100,Rock Star,Warner Bros.,1,1,,
28160100,Rock Star,Bel-Air Entertainment,2,,1,
28160100,Rock Star,Maysville Pictures,3,,,1
28160100,Rock Star,"Robert Lawrence Productions, Inc. ",4,,,1
28190100,Boiler Room,New Line Cinema,1,1,,
28190100,Boiler Room,Team Todd,2,,,1
28300100,Wimbledon,Universal Pictures,1,,,1
28300100,Wimbledon,StudioCanal,2,,,1
28300100,Wimbledon,Working Title Films,3,,,1
28380100,The Motorcycle Diaries,FilmFour,1,1,,
28380100,The Motorcycle Diaries,South Fork Pictures,2,,,1
28380100,The Motorcycle Diaries,Tu Vas Voir,3,,1,1
28390100,New in Town,Gold Circle Films,,,,
28600100,Original Sin,Metro-Goldwyn-Mayer Pictures,1,,,1
28620100,Trainspotting,Channel 4,1,1,,
28620100,Trainspotting,Figment Films,2,,,1
28620100,Trainspotting,Noel Gay Motion Picture Company,3,,1,1
28630100,Eye of the Beholder,Village Roadshow Productions,,,,
28880100,Elizabeth: The Golden Age,Working Title Films,,,,
29060100,Vanity Fair,Focus Features,1,1,,
29060100,Vanity Fair,Tempesta,2,,,1
29060100,Vanity Fair,Granada Productions,3,,,1
29140100,A Midsummer Night's Dream,Regency Enterprises,1,1,,
29150100,Dr. No,United Artists,1,1,,1
29250100,Confessions of a Dangerous Mind,Mad Chance,1,,,1
29420100,Far From Heaven,Section Eight,,,,
29470100,The Kite Runner,Participant Media,1,,,
29620100,View from the Top,Brad Grey,1,,,1
29620100,View from the Top,Bruce Cohen Productions,2,,,1
29770100,A Perfect Getaway,Rogue Pictures,1,,,1
29860100,Catch and Release,Relativity Media,,,,
29880100,Drowning Mona,Jersey Shore,1,,,
29890100,Wrong Turn,Regency Enterprises,1,1,,
29970100,Bait,Village Roadshow Productions,1,0,,1
29970100,Bait,Castle Rock Entertainment,2,1,,0
30080100,Dungeons and Dragons,Silver Pictures,,,,
30170100,The Invasion,Village Roadshow Productions,1,1,,
30170100,The Invasion,Silver Pictures,2,,,1
30170100,The Invasion,Vertigo Films,3,,1,1
30200100,Dead Man on Campus,MTV Films,,,,
30290100,The Cave,Lakeshore Entertainment,2,1,,1
30290100,The Cave,Screen Gems,1,1,,
30290100,The Cave,Cinerenta,3,1,,
30380100,Lions for Lambs,United Artists,1,,,1
30400100,Solaris,Twentieth Century Fox,1,1,,
30400100,Solaris,Lightstorm Entertainment,2,,,1
30430100,Election,MTV Films,,,,
30520100,Eve's Bayou,Chubbco,1,,,1
30520100,Eve's Bayou,Addis Wechsler,2,,,1
30590100,"I Love You, Beth Cooper",1492 Pictures,1,,,
30630100,Tristan & Isolde,Twentieth Century Fox,1,,,
30720100,Gake no ue no Ponyo,Studio Ghibli,1,,,1
30720100,Gake no ue no Ponyo,Nippon Television Network,3,,,1
30720100,Gake no ue no Ponyo,Dentsu Inc.,2,,,1
30720100,Gake no ue no Ponyo,Hakuhoda,4,,,1
30720100,Gake no ue no Ponyo,Walt Disney Japan,5,,,1
30800100,The Girl Next Door,Regency Enterprises,1,1,,
30800100,The Girl Next Door,Fox 2000 Pictures,2,1,,
30800100,The Girl Next Door,New Regency,3,,,1
30820100,Hellraiser,New World Pictures,1,1,,
30820100,Hellraiser,Cinemarque Entertainment BV,2,1,1,
30820100,Hellraiser,Film Futures,3,,,1
30970100,"Life, or Something Like It",Regency Enterprises,1,1,,0
30970100,"Life, or Something Like It",Davis Entertainment,2,,,1
30970100,"Life, or Something Like It",New Regency,3,,,1
31050100,Snow Falling on Cedars,The Kennedy/Marshall Company,1,,,
31050100,Snow Falling on Cedars,Harry J. Ulfand,1,,,
31050100,Snow Falling on Cedars,Ron Bass,2,,,
31250100,Freddy Got Fingered,Regency Enterprises,1,1,,
31250100,Freddy Got Fingered,New Regency,2,,,1
31250100,Freddy Got Fingered,MBST Entertainment,3,,,1
31470100,The Informant!,Participant Media,1,,,
31770100,Firehouse Dog,Regency Enterprises,1,1,,
31770100,Firehouse Dog,New Regency,2,,,1
31840100,The Duchess,Paramount Vantage,1,1,,
31840100,The Duchess,Pathe,2,1,,
31840100,The Duchess,BBC Films,3,1,,
31840100,The Duchess,Pathe Renn Productions,4,1,1,
31840100,The Duchess,Bim Distribuzione,5,1,1,
31840100,The Duchess,Qwerty Films,6,,,1
31840100,The Duchess,Magnolia Mae Films,7,,,1
31880100,The Man Who Knew Too Little,Regency Enterprises,1,1,,
31930100,Letters from Iwo Jima,DreamWorks Pictures,1,,,
31930100,Letters from Iwo Jima,Warner Bros.,2,,,
32100100,Crank 2: High Voltage,Lakeshore Entertainment,,,,
32150100,The Ladies Man,Paramount Pictures,1,1,,
32150100,The Ladies Man,SNL Studios,2,,1,1
32200100,Envy,Castle Rock Entertainment,1,,,
32200100,Envy,DreamWorks Pictures,2,,,
32200100,Envy,Village Roadshow Productions,3,,,
32210100,Shaun of the Dead,StudioCanal,1,1,,
32210100,Shaun of the Dead,Universal Pictures,2,1,,
32210100,Shaun of the Dead,Working Title Films,3,1,,
32210100,Shaun of the Dead,WT2 Productions,4,,,1
32210100,Shaun of the Dead,Big Talk Pictures,5,,1,1
32350100,Alfie,Paramount Pictures,1,1,,
32350100,Alfie,Charles Shyer,2,,,1
32400100,The Comebacks,Tapestry Films,1,,,1
32520100,Ghost Town,DreamWorks Pictures,,,,
32520100,Ghost Town,Spyglass Entertainment,,,,
32540100,Daddy Day Camp,Davis Entertainment,,,,
32540100,Daddy Day Camp,Revolution Studios,,,,
32710100,The Evil That Men Do,Tri-Star Pictures,1,1,,1
32710100,The Evil That Men Do,Incorporated Television Company,2,1,,1
32730100,Flyboys,Electric Entertainment,1,,,1
32730100,Flyboys,Skydance Productions,2,,1,1
32730100,Flyboys,Ingenious Film Partners,3,,1,1
32790100,Angela's Ashes,Scott Rudin Productions,,,,
33110100,Living Out Loud,Jersey Films,1,,,
33280100,Rachel Getting Married,Clinica Estetico,1,,,1
33300100,I Heart Huckabees,N1 European Film Produktions GmbH & Company,1,,,1
33360100,The New World,"The Virginia Company, LLC",1,,,1
33540100,The Matador,Miramax Films,1,1,,
33540100,The Matador,Weinstein Company,2,1,,
33540100,The Matador,Stratus Film Company,3,1,,
33540100,The Matador,DEJ Productions,4,1,,
33540100,The Matador,Equity Pictures Medienfonds GmbH & Co. KG III,5,1,1,
